id_paiement,id_utilisateur,mois,type_paiement,montant_paiement,statut_paiement,jours_retard
P003699,U0164,2025-09,Transport,6000,À temps,0
P003700,U0164,2025-10,Remboursement matériel,59500,En retard,13
P003701,U0164,2025-10,Remboursement matériel,21500,À temps,0
P003702,U0164,2025-11,Facture électricité,21000,Impayé,36
P003703,U0164,2025-11,Abonnement internet,19500,À temps,0
P003704,U0164,2025-12,Fournisseur,37000,En retard,13
P003705,U0164,2025-12,Loyer,34500,Impayé,26
P003706,U0164,2025-12,Loyer,52500,À temps,0
P003707,U0164,2026-01,Loyer,15000,À temps,0
P003708,U0164,2026-01,Loyer,58000,À temps,0
P003709,U0164,2026-02,Remboursement matériel,16500,À temps,0
P003710,U0164,2026-02,Fournisseur,59000,À temps,0
P003711,U0164,2026-03,Fournisseur,43000,À temps,0
P003712,U0164,2026-03,Transport,20500,À temps,0
P003713,U0164,2026-03,Abonnement internet,42000,En retard,9
P003714,U0164,2026-04,Transport,38000,En retard,3
P003715,U0164,2026-04,Loyer,21500,À temps,0
P003716,U0164,2026-04,Remboursement matériel,49000,En retard,11
P003717,U0164,2026-05,Facture électricité,9000,À temps,0
P003718,U0164,2026-05,Abonnement internet,17500,À temps,0
P003719,U0164,2026-06,Facture électricité,12000,En retard,17
P003720,U0164,2026-06,Remboursement matériel,10500,À temps,0
P003721,U0165,2025-07,Abonnement internet,61000,À temps,0
P003722,U0165,2025-08,Loyer,26500,Impayé,59
P003723,U0165,2025-08,Facture électricité,48000,À temps,0
P003724,U0165,2025-09,Remboursement matériel,18000,Impayé,27
P003725,U0165,2025-09,Transport,12000,Impayé,27
P003726,U0165,2025-10,Fournisseur,62000,À temps,0
P003727,U0165,2025-10,Loyer,43500,Impayé,39
P003728,U0165,2025-11,Remboursement matériel,49000,En retard,10
P003729,U0165,2025-11,Fournisseur,10000,À temps,0
P003730,U0165,2025-12,Fournisseur,41500,En retard,10
P003731,U0165,2025-12,Transport,53000,À temps,0
P003732,U0165,2025-12,Fournisseur,50000,Impayé,45
P003733,U0165,2026-01,Loyer,50000,Impayé,34
P003734,U0165,2026-02,Loyer,18000,À temps,0
P003735,U0165,2026-03,Fournisseur,20500,À temps,0
P003736,U0165,2026-03,Transport,28000,En retard,6
P003737,U0165,2026-03,Loyer,10500,Impayé,25
P003738,U0165,2026-04,Abonnement internet,24500,À temps,0
P003739,U0165,2026-04,Transport,33500,À temps,0
P003740,U0165,2026-05,Loyer,62500,Impayé,24
P003741,U0165,2026-05,Fournisseur,35500,Impayé,45
P003742,U0165,2026-06,Transport,32000,Impayé,25
P003743,U0165,2026-06,Loyer,38000,En retard,5
P003744,U0166,2025-07,Transport,30500,Impayé,23
P003745,U0166,2025-07,Transport,45000,À temps,0
P003746,U0166,2025-08,Loyer,50500,À temps,0
P003747,U0166,2025-08,Fournisseur,28500,À temps,0
P003748,U0166,2025-09,Loyer,31500,En retard,16
P003749,U0166,2025-09,Loyer,58000,À temps,0
P003750,U0166,2025-10,Facture électricité,44000,Impayé,42
P003751,U0166,2025-11,Fournisseur,52500,Impayé,43
P003752,U0166,2025-11,Abonnement internet,40500,À temps,0
P003753,U0166,2025-12,Loyer,5500,Impayé,58
P003754,U0166,2025-12,Fournisseur,25000,À temps,0
P003755,U0166,2026-01,Facture électricité,56000,À temps,0
P003756,U0166,2026-01,Loyer,51500,En retard,17
P003757,U0166,2026-02,Remboursement matériel,5500,En retard,7
P003758,U0166,2026-02,Facture électricité,12500,À temps,0
P003759,U0166,2026-03,Facture électricité,13000,Impayé,49
P003760,U0166,2026-03,Remboursement matériel,25000,À temps,0
P003761,U0166,2026-03,Transport,32500,Impayé,47
P003762,U0166,2026-04,Transport,42500,En retard,15
P003763,U0166,2026-04,Transport,11500,À temps,0
P003764,U0166,2026-05,Facture électricité,11000,À temps,0
P003765,U0166,2026-05,Facture électricité,33000,À temps,0
P003766,U0166,2026-06,Abonnement internet,57000,À temps,0
P003767,U0167,2025-07,Loyer,25000,Impayé,25
P003768,U0167,2025-07,Facture électricité,16500,Impayé,34
P003769,U0167,2025-08,Fournisseur,14500,En retard,18
P003770,U0167,2025-09,Fournisseur,55000,À temps,0
P003771,U0167,2025-09,Abonnement internet,13000,Impayé,26
P003772,U0167,2025-10,Facture électricité,21000,À temps,0
P003773,U0167,2025-11,Fournisseur,41500,En retard,6
P003774,U0167,2025-12,Facture électricité,28000,À temps,0
P003775,U0167,2025-12,Transport,19000,Impayé,38
P003776,U0167,2025-12,Abonnement internet,8500,À temps,0
P003777,U0167,2026-01,Remboursement matériel,37000,À temps,0
P003778,U0167,2026-01,Transport,29500,Impayé,59
P003779,U0167,2026-02,Facture électricité,10000,À temps,0
P003780,U0167,2026-02,Fournisseur,22500,En retard,13
P003781,U0167,2026-03,Loyer,7500,À temps,0
P003782,U0167,2026-03,Fournisseur,63500,Impayé,47
P003783,U0167,2026-03,Transport,59000,En retard,13
P003784,U0167,2026-04,Fournisseur,16000,En retard,13
P003785,U0167,2026-04,Abonnement internet,13000,Impayé,26
P003786,U0167,2026-05,Fournisseur,11500,Impayé,36
P003787,U0167,2026-06,Loyer,26000,En retard,8
P003788,U0167,2026-06,Abonnement internet,28500,À temps,0
P003789,U0168,2025-07,Fournisseur,30000,En retard,8
P003790,U0168,2025-07,Abonnement internet,38500,Impayé,32
P003791,U0168,2025-08,Transport,38500,Impayé,56
P003792,U0168,2025-09,Loyer,64000,Impayé,52
P003793,U0168,2025-09,Fournisseur,11500,À temps,0
P003794,U0168,2025-10,Abonnement internet,16000,À temps,0
P003795,U0168,2025-10,Fournisseur,62500,À temps,0
P003796,U0168,2025-11,Loyer,59500,À temps,0
P003797,U0168,2025-12,Fournisseur,52500,À temps,0
P003798,U0168,2026-01,Abonnement internet,30000,À temps,0
P003799,U0168,2026-02,Transport,29500,Impayé,29
P003800,U0168,2026-02,Fournisseur,35500,En retard,17
P003801,U0168,2026-02,Loyer,10500,Impayé,20
P003802,U0168,2026-03,Transport,59000,À temps,0
P003803,U0168,2026-03,Transport,9000,À temps,0
P003804,U0168,2026-04,Remboursement matériel,45500,En retard,8
P003805,U0168,2026-04,Loyer,47000,En retard,8
P003806,U0168,2026-04,Fournisseur,54000,Impayé,56
P003807,U0168,2026-05,Fournisseur,57000,À temps,0
P003808,U0168,2026-05,Fournisseur,50000,À temps,0
P003809,U0168,2026-05,Remboursement matériel,27500,En retard,14
P003810,U0168,2026-06,Fournisseur,16500,À temps,0
P003811,U0168,2026-06,Fournisseur,19000,En retard,8
P003812,U0169,2025-07,Abonnement internet,20500,À temps,0
P003813,U0169,2025-08,Loyer,49000,À temps,0
P003814,U0169,2025-08,Transport,33000,À temps,0
P003815,U0169,2025-09,Abonnement internet,32000,À temps,0
P003816,U0169,2025-09,Loyer,59500,Impayé,59
P003817,U0169,2025-10,Abonnement internet,19500,En retard,17
P003818,U0169,2025-10,Facture électricité,16500,À temps,0
P003819,U0169,2025-11,Remboursement matériel,52000,En retard,16
P003820,U0169,2025-11,Transport,9000,À temps,0
P003821,U0169,2025-12,Transport,11000,À temps,0
P003822,U0169,2026-01,Transport,47500,À temps,0
P003823,U0169,2026-02,Fournisseur,38500,À temps,0
P003824,U0169,2026-03,Facture électricité,53500,Impayé,59
P003825,U0169,2026-04,Facture électricité,64000,En retard,6
P003826,U0169,2026-05,Fournisseur,50000,À temps,0
P003827,U0169,2026-05,Transport,15500,À temps,0
P003828,U0169,2026-06,Loyer,22500,À temps,0
P003829,U0170,2025-07,Loyer,13000,À temps,0
P003830,U0170,2025-07,Fournisseur,55500,À temps,0
P003831,U0170,2025-08,Facture électricité,5500,À temps,0
P003832,U0170,2025-08,Loyer,43500,À temps,0
P003833,U0170,2025-08,Facture électricité,12000,À temps,0
P003834,U0170,2025-09,Remboursement matériel,43000,À temps,0
P003835,U0170,2025-10,Facture électricité,25500,À temps,0
P003836,U0170,2025-10,Fournisseur,22000,À temps,0
P003837,U0170,2025-11,Loyer,50000,À temps,0
P003838,U0170,2025-12,Abonnement internet,22500,En retard,14
P003839,U0170,2025-12,Loyer,50000,À temps,0
P003840,U0170,2026-01,Abonnement internet,52500,À temps,0
P003841,U0170,2026-01,Fournisseur,7000,En retard,5
P003842,U0170,2026-02,Abonnement internet,20500,En retard,4
P003843,U0170,2026-03,Abonnement internet,7500,En retard,13
P003844,U0170,2026-03,Abonnement internet,12500,À temps,0
P003845,U0170,2026-03,Transport,54000,En retard,2
P003846,U0170,2026-04,Abonnement internet,47000,À temps,0
P003847,U0170,2026-04,Transport,35000,À temps,0
P003848,U0170,2026-05,Transport,12000,À temps,0
P003849,U0170,2026-05,Transport,49500,En retard,14
P003850,U0170,2026-06,Abonnement internet,23000,À temps,0
P003851,U0170,2026-06,Loyer,12500,En retard,4
P003852,U0171,2025-07,Facture électricité,7000,À temps,0
P003853,U0171,2025-08,Remboursement matériel,20500,Impayé,31
P003854,U0171,2025-08,Transport,16000,En retard,16
P003855,U0171,2025-09,Remboursement matériel,26000,En retard,15
P003856,U0171,2025-09,Remboursement matériel,30000,Impayé,34
P003857,U0171,2025-10,Remboursement matériel,49000,En retard,13
P003858,U0171,2025-11,Fournisseur,60000,En retard,7
P003859,U0171,2025-11,Facture électricité,44500,Impayé,50
P003860,U0171,2025-11,Transport,31500,À temps,0
P003861,U0171,2025-12,Loyer,33500,Impayé,39
P003862,U0171,2026-01,Abonnement internet,35000,En retard,7
P003863,U0171,2026-02,Transport,62000,À temps,0
P003864,U0171,2026-02,Remboursement matériel,47000,Impayé,50
P003865,U0171,2026-02,Transport,15000,À temps,0
P003866,U0171,2026-03,Abonnement internet,57000,À temps,0
P003867,U0171,2026-04,Facture électricité,31000,À temps,0
P003868,U0171,2026-04,Transport,60500,En retard,3
P003869,U0171,2026-05,Facture électricité,39000,À temps,0
P003870,U0171,2026-05,Fournisseur,60000,À temps,0
P003871,U0171,2026-06,Facture électricité,45000,À temps,0
P003872,U0171,2026-06,Loyer,23000,Impayé,53
P003873,U0172,2025-07,Facture électricité,37000,En retard,13
P003874,U0172,2025-07,Transport,31000,À temps,0
P003875,U0172,2025-08,Facture électricité,10500,En retard,8
P003876,U0172,2025-08,Fournisseur,57000,En retard,13
P003877,U0172,2025-09,Fournisseur,30500,À temps,0
P003878,U0172,2025-09,Abonnement internet,49000,À temps,0
P003879,U0172,2025-10,Transport,21000,En retard,6
P003880,U0172,2025-11,Transport,32000,À temps,0
P003881,U0172,2025-11,Fournisseur,63500,À temps,0
P003882,U0172,2025-11,Fournisseur,55500,Impayé,59
P003883,U0172,2025-12,Transport,14000,En retard,3
P003884,U0172,2025-12,Remboursement matériel,15000,À temps,0
P003885,U0172,2026-01,Loyer,23500,À temps,0
P003886,U0172,2026-01,Remboursement matériel,22000,À temps,0
P003887,U0172,2026-02,Facture électricité,11000,À temps,0
P003888,U0172,2026-03,Fournisseur,22000,Impayé,29
P003889,U0172,2026-03,Facture électricité,63500,À temps,0
P003890,U0172,2026-04,Facture électricité,35500,À temps,0
P003891,U0172,2026-04,Facture électricité,48000,À temps,0
P003892,U0172,2026-05,Fournisseur,57500,À temps,0
P003893,U0172,2026-06,Fournisseur,36500,À temps,0
P003894,U0173,2025-07,Facture électricité,6500,À temps,0
P003895,U0173,2025-07,Fournisseur,56000,À temps,0
P003896,U0173,2025-07,Remboursement matériel,59500,À temps,0
P003897,U0173,2025-08,Fournisseur,45000,En retard,16
P003898,U0173,2025-09,Loyer,53000,À temps,0
P003899,U0173,2025-09,Facture électricité,41000,À temps,0
P003900,U0173,2025-10,Facture électricité,18500,À temps,0
P003901,U0173,2025-10,Abonnement internet,49500,À temps,0
P003902,U0173,2025-11,Remboursement matériel,57000,En retard,7
P003903,U0173,2025-11,Remboursement matériel,10500,En retard,12
P003904,U0173,2025-12,Transport,52500,En retard,12
P003905,U0173,2025-12,Abonnement internet,56500,À temps,0
P003906,U0173,2026-01,Loyer,28500,À temps,0
P003907,U0173,2026-01,Abonnement internet,56500,En retard,6
P003908,U0173,2026-01,Loyer,39500,À temps,0
P003909,U0173,2026-02,Abonnement internet,59500,À temps,0
P003910,U0173,2026-03,Transport,44500,À temps,0
P003911,U0173,2026-03,Remboursement matériel,17500,À temps,0
P003912,U0173,2026-04,Facture électricité,21500,À temps,0
P003913,U0173,2026-05,Transport,11000,En retard,5
P003914,U0173,2026-05,Transport,41500,À temps,0
P003915,U0173,2026-06,Fournisseur,61500,En retard,3
P003916,U0173,2026-06,Transport,47500,En retard,12
P003917,U0174,2025-07,Remboursement matériel,51500,Impayé,38
P003918,U0174,2025-07,Fournisseur,46000,Impayé,27
P003919,U0174,2025-07,Remboursement matériel,45000,Impayé,54
P003920,U0174,2025-08,Loyer,11000,En retard,11
P003921,U0174,2025-08,Abonnement internet,43500,À temps,0
P003922,U0174,2025-09,Remboursement matériel,7000,En retard,14
P003923,U0174,2025-10,Fournisseur,64000,En retard,18
P003924,U0174,2025-10,Remboursement matériel,45500,Impayé,20
P003925,U0174,2025-11,Transport,48000,En retard,11
P003926,U0174,2025-12,Loyer,57000,À temps,0
P003927,U0174,2025-12,Remboursement matériel,64500,Impayé,40
P003928,U0174,2026-01,Abonnement internet,26000,À temps,0
P003929,U0174,2026-02,Fournisseur,10000,Impayé,52
P003930,U0174,2026-02,Fournisseur,29500,À temps,0
P003931,U0174,2026-03,Fournisseur,26000,À temps,0
P003932,U0174,2026-03,Abonnement internet,58500,À temps,0
P003933,U0174,2026-03,Facture électricité,22000,À temps,0
P003934,U0174,2026-04,Loyer,37000,À temps,0
P003935,U0174,2026-04,Abonnement internet,10500,En retard,17
P003936,U0174,2026-04,Fournisseur,60500,À temps,0
P003937,U0174,2026-05,Fournisseur,27000,Impayé,56
P003938,U0174,2026-05,Facture électricité,27000,En retard,7
P003939,U0174,2026-06,Transport,37500,Impayé,57
P003940,U0174,2026-06,Remboursement matériel,17000,En retard,4
P003941,U0175,2025-07,Abonnement internet,19000,À temps,0
P003942,U0175,2025-08,Facture électricité,35000,En retard,6
P003943,U0175,2025-09,Fournisseur,60500,À temps,0
P003944,U0175,2025-09,Facture électricité,37500,À temps,0
P003945,U0175,2025-10,Transport,57000,Impayé,25
P003946,U0175,2025-11,Abonnement internet,54000,Impayé,37
P003947,U0175,2025-11,Remboursement matériel,49000,À temps,0
P003948,U0175,2025-12,Abonnement internet,50000,À temps,0
P003949,U0175,2025-12,Remboursement matériel,26000,En retard,12
P003950,U0175,2026-01,Facture électricité,39500,En retard,6
P003951,U0175,2026-01,Remboursement matériel,58500,À temps,0
P003952,U0175,2026-01,Fournisseur,14500,À temps,0
P003953,U0175,2026-02,Abonnement internet,35000,À temps,0
P003954,U0175,2026-02,Facture électricité,29500,À temps,0
P003955,U0175,2026-02,Abonnement internet,36000,À temps,0
P003956,U0175,2026-03,Facture électricité,11000,À temps,0
P003957,U0175,2026-04,Loyer,25500,À temps,0
P003958,U0175,2026-05,Abonnement internet,43000,Impayé,29
P003959,U0175,2026-05,Abonnement internet,22000,À temps,0
P003960,U0175,2026-06,Remboursement matériel,30000,À temps,0
P003961,U0175,2026-06,Loyer,24000,À temps,0
P003962,U0175,2026-06,Transport,25000,À temps,0
P003963,U0176,2025-07,Transport,63500,À temps,0
P003964,U0176,2025-08,Loyer,23000,À temps,0
P003965,U0176,2025-08,Facture électricité,35500,À temps,0
P003966,U0176,2025-09,Transport,33000,À temps,0
P003967,U0176,2025-10,Remboursement matériel,64000,À temps,0
P003968,U0176,2025-10,Transport,13500,À temps,0
P003969,U0176,2025-10,Fournisseur,33000,À temps,0
P003970,U0176,2025-11,Remboursement matériel,16500,À temps,0
P003971,U0176,2025-11,Transport,61000,À temps,0
P003972,U0176,2025-12,Loyer,14500,En retard,12
P003973,U0176,2025-12,Loyer,5500,À temps,0
P003974,U0176,2026-01,Facture électricité,34500,À temps,0
P003975,U0176,2026-01,Transport,38000,À temps,0
P003976,U0176,2026-02,Facture électricité,56500,À temps,0
P003977,U0176,2026-02,Facture électricité,14000,À temps,0
P003978,U0176,2026-03,Abonnement internet,49000,À temps,0
P003979,U0176,2026-04,Abonnement internet,30000,En retard,12
P003980,U0176,2026-05,Facture électricité,23000,À temps,0
P003981,U0176,2026-06,Facture électricité,7500,À temps,0
P003982,U0177,2025-07,Facture électricité,49000,En retard,15
P003983,U0177,2025-08,Transport,43500,En retard,6
P003984,U0177,2025-09,Transport,61000,À temps,0
P003985,U0177,2025-09,Abonnement internet,19000,En retard,8
P003986,U0177,2025-09,Remboursement matériel,32500,À temps,0
P003987,U0177,2025-10,Fournisseur,24500,Impayé,25
P003988,U0177,2025-10,Remboursement matériel,48000,Impayé,49
P003989,U0177,2025-11,Loyer,41500,Impayé,34
P003990,U0177,2025-12,Transport,43500,Impayé,23
P003991,U0177,2025-12,Fournisseur,43000,En retard,9
P003992,U0177,2025-12,Fournisseur,23500,À temps,0
P003993,U0177,2026-01,Loyer,44000,En retard,17
P003994,U0177,2026-01,Transport,44500,À temps,0
P003995,U0177,2026-02,Facture électricité,57500,En retard,9
P003996,U0177,2026-03,Transport,13000,En retard,10
P003997,U0177,2026-03,Facture électricité,63500,À temps,0
P003998,U0177,2026-04,Loyer,62000,À temps,0
P003999,U0177,2026-05,Fournisseur,15000,À temps,0
P004000,U0177,2026-06,Fournisseur,51000,À temps,0
P004001,U0177,2026-06,Fournisseur,62000,À temps,0
P004002,U0178,2025-07,Remboursement matériel,44000,À temps,0
P004003,U0178,2025-07,Transport,8500,En retard,9
P004004,U0178,2025-07,Facture électricité,54000,En retard,6
P004005,U0178,2025-08,Facture électricité,8000,Impayé,58
P004006,U0178,2025-08,Abonnement internet,45000,Impayé,39
P004007,U0178,2025-08,Facture électricité,39000,En retard,17
P004008,U0178,2025-09,Fournisseur,18500,En retard,4
P004009,U0178,2025-10,Loyer,24000,Impayé,36
P004010,U0178,2025-11,Facture électricité,38500,À temps,0
P004011,U0178,2025-11,Remboursement matériel,25000,À temps,0
P004012,U0178,2025-12,Transport,32000,En retard,8
P004013,U0178,2026-01,Facture électricité,17500,À temps,0
P004014,U0178,2026-02,Transport,39500,À temps,0
P004015,U0178,2026-02,Abonnement internet,64000,En retard,18
P004016,U0178,2026-02,Facture électricité,14000,Impayé,49
P004017,U0178,2026-03,Abonnement internet,20000,En retard,10
P004018,U0178,2026-03,Abonnement internet,18500,À temps,0
P004019,U0178,2026-04,Transport,52000,À temps,0
P004020,U0178,2026-04,Loyer,65000,Impayé,35
P004021,U0178,2026-05,Transport,33500,À temps,0
P004022,U0178,2026-05,Remboursement matériel,12000,Impayé,50
P004023,U0178,2026-05,Loyer,41500,À temps,0
