id_revenu,id_utilisateur,mois,source_revenu,montant_revenu,canal_reception,revenu_recurrent
R001989,U0162,2026-03,Livraisons,44294,Cash,Non
R001990,U0162,2026-03,Course directe,69253,Mobile money,Non
R001991,U0162,2026-03,Course directe,63206,Mobile money,Non
R001992,U0162,2026-04,Livraisons,109387,Mobile money,Oui
R001993,U0162,2026-04,Bonus plateforme,84864,Cash,Non
R001994,U0162,2026-05,Course directe,50465,Mobile money,Non
R001995,U0163,2025-07,Salaire partiel,91000,Cash,Oui
R001996,U0163,2025-09,Mission ponctuelle,141143,Mobile money,Non
R001997,U0163,2025-10,Salaire partiel,38000,Mobile money,Oui
R001998,U0163,2025-11,Petit commerce,88413,Mobile money,Oui
R001999,U0163,2025-12,Petit commerce,104744,Mobile money,Oui
R002000,U0163,2026-03,Salaire partiel,81164,Mobile money,Non
R002001,U0163,2026-03,Mission ponctuelle,166000,Mobile money,Non
R002002,U0163,2026-04,Petit commerce,50862,Virement,Non
R002003,U0163,2026-04,Mission ponctuelle,32000,Mobile money,Non
R002004,U0163,2026-05,Petit commerce,166535,Mobile money,Oui
R002005,U0163,2026-05,Petit commerce,82979,Cash,Non
R002006,U0163,2026-05,Salaire partiel,83677,Mobile money,Non
R002007,U0163,2026-06,Salaire partiel,128555,Mobile money,Non
R002008,U0164,2025-07,Maintenance,190776,Mobile money,Oui
R002009,U0164,2025-08,Service client,213000,Mobile money,Oui
R002010,U0164,2025-10,Service client,113000,Mobile money,Non
R002011,U0164,2025-10,Prestation,85642,Mobile money,Non
R002012,U0164,2025-11,Prestation,61662,Mobile money,Non
R002013,U0164,2025-12,Service client,54228,Cash,Non
R002014,U0164,2026-01,Service client,190199,Virement,Non
R002015,U0164,2026-01,Prestation,234506,Mobile money,Oui
R002016,U0164,2026-02,Maintenance,230000,Virement,Non
R002017,U0164,2026-03,Service client,171529,Cash,Non
R002018,U0164,2026-04,Maintenance,57000,Cash,Non
R002019,U0164,2026-04,Prestation,159305,Mobile money,Non
R002020,U0164,2026-05,Service client,54373,Mobile money,Non
R002021,U0164,2026-05,Maintenance,189410,Mobile money,Oui
R002022,U0165,2025-07,Contrat ponctuel,124000,Mobile money,Oui
R002023,U0165,2025-08,Mission freelance,165499,Cash,Oui
R002024,U0165,2025-10,Prestation digitale,147965,Mobile money,Non
R002025,U0165,2025-11,Prestation digitale,220000,Mobile money,Oui
R002026,U0165,2025-11,Prestation digitale,161000,Cash,Non
R002027,U0165,2025-12,Mission freelance,216000,Mobile money,Non
R002028,U0165,2026-03,Mission freelance,211000,Cash,Oui
R002029,U0165,2026-03,Mission freelance,46000,Mobile money,Non
R002030,U0165,2026-04,Contrat ponctuel,167211,Mobile money,Oui
R002031,U0165,2026-04,Contrat ponctuel,254613,Cash,Non
R002032,U0165,2026-04,Mission freelance,149355,Mobile money,Oui
R002033,U0165,2026-06,Prestation digitale,248000,Mobile money,Non
R002034,U0166,2025-07,Prestation digitale,106000,Virement,Oui
R002035,U0166,2025-11,Contrat ponctuel,118632,Virement,Oui
R002036,U0166,2025-12,Contrat ponctuel,235582,Mobile money,Non
R002037,U0166,2025-12,Mission freelance,260000,Mobile money,Non
R002038,U0166,2025-12,Prestation digitale,186000,Cash,Non
R002039,U0166,2026-02,Mission freelance,61000,Virement,Oui
R002040,U0166,2026-04,Contrat ponctuel,235000,Mobile money,Non
R002041,U0166,2026-04,Contrat ponctuel,228000,Mobile money,Oui
R002042,U0166,2026-05,Prestation digitale,76000,Mobile money,Non
R002043,U0167,2025-07,Vente en ligne,172000,Cash,Non
R002044,U0167,2025-09,Commande WhatsApp,182000,Mobile money,Non
R002045,U0167,2025-10,Vente en ligne,145000,Mobile money,Oui
R002046,U0167,2025-11,Vente en ligne,49563,Mobile money,Non
R002047,U0167,2025-11,Commande WhatsApp,74000,Cash,Non
R002048,U0167,2025-12,Commande WhatsApp,65878,Virement,Oui
R002049,U0167,2025-12,Commande WhatsApp,132454,Cash,Oui
R002050,U0167,2026-01,Commande WhatsApp,148000,Mobile money,Non
R002051,U0167,2026-01,Marketplace,205640,Cash,Oui
R002052,U0167,2026-02,Vente en ligne,157387,Virement,Oui
R002053,U0167,2026-04,Marketplace,208169,Mobile money,Oui
R002054,U0167,2026-04,Commande WhatsApp,135693,Cash,Oui
R002055,U0167,2026-05,Marketplace,175193,Mobile money,Non
R002056,U0167,2026-06,Vente en ligne,74457,Virement,Oui
R002057,U0168,2025-08,Mission freelance,106243,Cash,Oui
R002058,U0168,2025-11,Contrat ponctuel,51476,Cash,Non
R002059,U0168,2025-11,Mission freelance,175000,Cash,Non
R002060,U0168,2026-01,Prestation digitale,202465,Cash,Oui
R002061,U0168,2026-01,Mission freelance,73000,Cash,Non
R002062,U0168,2026-06,Prestation digitale,259377,Mobile money,Oui
R002063,U0168,2026-06,Mission freelance,216057,Mobile money,Oui
R002064,U0169,2025-08,Prestation digitale,263060,Mobile money,Oui
R002065,U0169,2025-08,Contrat ponctuel,75572,Mobile money,Non
R002066,U0169,2026-02,Contrat ponctuel,319648,Mobile money,Oui
R002067,U0169,2026-02,Prestation digitale,125957,Virement,Non
R002068,U0169,2026-02,Contrat ponctuel,67000,Virement,Non
R002069,U0169,2026-05,Mission freelance,84220,Mobile money,Oui
R002070,U0169,2026-05,Prestation digitale,143100,Mobile money,Oui
R002071,U0169,2026-06,Contrat ponctuel,250656,Virement,Non
R002072,U0170,2025-07,Mission freelance,190812,Mobile money,Non
R002073,U0170,2025-08,Contrat ponctuel,45000,Cash,Oui
R002074,U0170,2025-08,Mission freelance,110035,Mobile money,Oui
R002075,U0170,2025-10,Contrat ponctuel,184000,Mobile money,Non
R002076,U0170,2025-10,Mission freelance,144391,Virement,Non
R002077,U0170,2025-11,Mission freelance,130638,Mobile money,Oui
R002078,U0170,2025-11,Mission freelance,80142,Mobile money,Non
R002079,U0170,2025-12,Contrat ponctuel,139000,Mobile money,Non
R002080,U0170,2026-02,Contrat ponctuel,90004,Mobile money,Non
R002081,U0170,2026-04,Contrat ponctuel,120688,Mobile money,Oui
R002082,U0170,2026-04,Mission freelance,63112,Mobile money,Oui
R002083,U0170,2026-05,Prestation digitale,129584,Cash,Oui
R002084,U0170,2026-06,Prestation digitale,225000,Mobile money,Oui
R002085,U0170,2026-06,Prestation digitale,68841,Mobile money,Oui
R002086,U0171,2025-08,Vente en ligne,70000,Mobile money,Non
R002087,U0171,2025-09,Commande WhatsApp,100416,Mobile money,Oui
R002088,U0171,2025-09,Marketplace,207661,Mobile money,Oui
R002089,U0171,2025-11,Vente en ligne,108795,Cash,Oui
R002090,U0171,2026-05,Commande WhatsApp,93000,Cash,Non
R002091,U0171,2026-05,Vente en ligne,36000,Virement,Non
R002092,U0172,2025-11,Course directe,39000,Cash,Oui
R002093,U0172,2025-12,Livraisons,44000,Virement,Oui
R002094,U0172,2025-12,Livraisons,33355,Mobile money,Oui
R002095,U0173,2025-07,Commande client,108840,Cash,Oui
R002096,U0173,2025-08,Commande client,228429,Virement,Oui
R002097,U0173,2025-09,Vente boutique,94752,Mobile money,Oui
R002098,U0173,2025-10,Vente boutique,164201,Cash,Oui
R002099,U0173,2025-11,Vente boutique,264179,Virement,Non
R002100,U0173,2025-12,Commande client,105000,Mobile money,Oui
R002101,U0173,2026-01,Commande client,82000,Cash,Non
R002102,U0173,2026-01,Service local,90000,Cash,Oui
R002103,U0173,2026-01,Commande client,78000,Virement,Oui
R002104,U0173,2026-02,Vente boutique,61988,Cash,Oui
R002105,U0173,2026-02,Commande client,56419,Cash,Oui
R002106,U0173,2026-03,Service local,242000,Mobile money,Oui
R002107,U0173,2026-04,Commande client,192763,Mobile money,Oui
R002108,U0173,2026-04,Service local,279534,Mobile money,Oui
R002109,U0173,2026-04,Vente boutique,285778,Cash,Non
R002110,U0173,2026-06,Service local,214453,Cash,Non
R002111,U0173,2026-06,Vente boutique,125576,Virement,Non
R002112,U0174,2025-09,Livraisons,82437,Mobile money,Non
R002113,U0174,2025-09,Bonus plateforme,146000,Cash,Non
R002114,U0174,2025-10,Course directe,136000,Mobile money,Non
R002115,U0174,2025-11,Bonus plateforme,79564,Cash,Non
R002116,U0174,2025-12,Livraisons,36565,Cash,Non
R002117,U0174,2025-12,Livraisons,55594,Mobile money,Oui
R002118,U0174,2025-12,Bonus plateforme,147140,Mobile money,Non
R002119,U0174,2026-01,Livraisons,109518,Mobile money,Non
R002120,U0174,2026-01,Livraisons,114659,Virement,Non
R002121,U0174,2026-01,Course directe,55044,Mobile money,Non
R002122,U0174,2026-02,Bonus plateforme,154855,Cash,Non
R002123,U0174,2026-03,Course directe,48000,Cash,Non
R002124,U0174,2026-04,Livraisons,46764,Cash,Oui
R002125,U0174,2026-05,Bonus plateforme,146774,Cash,Oui
R002126,U0174,2026-05,Livraisons,65000,Virement,Oui
R002127,U0175,2025-07,Marketplace,64618,Mobile money,Non
R002128,U0175,2025-07,Marketplace,181861,Cash,Non
R002129,U0175,2025-08,Vente en ligne,152356,Mobile money,Non
R002130,U0175,2025-09,Vente en ligne,83496,Mobile money,Non
R002131,U0175,2025-11,Vente en ligne,190456,Mobile money,Non
R002132,U0175,2025-12,Marketplace,62999,Mobile money,Oui
R002133,U0175,2025-12,Commande WhatsApp,180516,Virement,Oui
R002134,U0175,2026-01,Commande WhatsApp,157052,Mobile money,Non
R002135,U0175,2026-01,Marketplace,43401,Virement,Non
R002136,U0175,2026-02,Marketplace,174387,Mobile money,Non
R002137,U0175,2026-02,Marketplace,175030,Mobile money,Oui
R002138,U0175,2026-03,Vente en ligne,102186,Cash,Oui
R002139,U0175,2026-04,Commande WhatsApp,183432,Mobile money,Oui
R002140,U0175,2026-05,Vente en ligne,205954,Mobile money,Oui
R002141,U0175,2026-06,Vente en ligne,226860,Mobile money,Oui
R002142,U0176,2025-07,Vente boutique,246929,Mobile money,Oui
R002143,U0176,2025-07,Commande client,58000,Cash,Non
R002144,U0176,2025-07,Service local,319808,Mobile money,Oui
R002145,U0176,2025-08,Commande client,85968,Mobile money,Oui
R002146,U0176,2025-09,Commande client,114000,Mobile money,Oui
R002147,U0176,2025-12,Vente boutique,144196,Mobile money,Oui
R002148,U0176,2025-12,Vente boutique,156059,Mobile money,Oui
R002149,U0176,2026-01,Service local,144054,Virement,Non
R002150,U0176,2026-03,Service local,252772,Mobile money,Oui
R002151,U0176,2026-05,Vente boutique,215000,Mobile money,Oui
R002152,U0176,2026-06,Vente boutique,239776,Mobile money,Oui
R002153,U0177,2025-09,Contrat ponctuel,115000,Cash,Non
R002154,U0177,2025-12,Mission freelance,83324,Mobile money,Non
R002155,U0177,2025-12,Mission freelance,101686,Mobile money,Oui
R002156,U0177,2025-12,Contrat ponctuel,200600,Cash,Oui
R002157,U0177,2026-01,Contrat ponctuel,258000,Virement,Non
R002158,U0177,2026-01,Prestation digitale,118890,Mobile money,Non
R002159,U0177,2026-02,Mission freelance,198000,Mobile money,Oui
R002160,U0177,2026-02,Mission freelance,183367,Cash,Oui
R002161,U0177,2026-04,Mission freelance,167000,Mobile money,Non
R002162,U0177,2026-04,Contrat ponctuel,137000,Mobile money,Oui
R002163,U0177,2026-05,Prestation digitale,94000,Virement,Non
R002164,U0177,2026-06,Contrat ponctuel,232113,Cash,Non
R002165,U0177,2026-06,Mission freelance,197000,Cash,Oui
R002166,U0178,2025-07,Marketplace,163277,Virement,Non
R002167,U0178,2025-08,Marketplace,57859,Mobile money,Non
R002168,U0178,2025-09,Commande WhatsApp,156629,Mobile money,Oui
R002169,U0178,2025-10,Vente en ligne,130181,Mobile money,Non
R002170,U0178,2025-11,Commande WhatsApp,109954,Mobile money,Oui
R002171,U0178,2025-12,Commande WhatsApp,42000,Cash,Oui
R002172,U0178,2026-02,Marketplace,126196,Mobile money,Non
R002173,U0178,2026-04,Vente en ligne,121870,Cash,Non
R002174,U0178,2026-04,Commande WhatsApp,45000,Mobile money,Non
R002175,U0178,2026-05,Marketplace,185228,Cash,Non
R002176,U0178,2026-06,Marketplace,158094,Cash,Oui
R002177,U0178,2026-06,Marketplace,56172,Mobile money,Non
R002178,U0178,2026-06,Vente en ligne,136951,Mobile money,Non
R002179,U0179,2025-07,Commande client,151163,Mobile money,Oui
R002180,U0179,2025-08,Commande client,367274,Mobile money,Non
R002181,U0179,2025-10,Service local,327931,Mobile money,Oui
R002182,U0179,2025-11,Commande client,242000,Mobile money,Oui
R002183,U0179,2026-01,Service local,230024,Mobile money,Oui
R002184,U0179,2026-01,Service local,342000,Cash,Non
R002185,U0179,2026-01,Commande client,274974,Virement,Oui
R002186,U0179,2026-02,Vente boutique,203382,Mobile money,Non
R002187,U0179,2026-04,Service local,281345,Cash,Non
R002188,U0179,2026-05,Service local,64000,Mobile money,Oui
R002189,U0179,2026-05,Service local,199496,Cash,Non
R002190,U0179,2026-06,Commande client,115450,Virement,Non
R002191,U0180,2025-10,Commande client,200106,Virement,Non
R002192,U0180,2025-10,Service local,132778,Cash,Oui
R002193,U0180,2025-12,Service local,350000,Mobile money,Non
R002194,U0180,2026-01,Commande client,226227,Mobile money,Non
R002195,U0180,2026-01,Service local,311218,Cash,Oui
R002196,U0180,2026-02,Service local,288000,Mobile money,Oui
R002197,U0180,2026-03,Vente boutique,229000,Mobile money,Non
R002198,U0180,2026-03,Commande client,255791,Mobile money,Non
R002199,U0180,2026-03,Service local,240300,Cash,Non
R002200,U0180,2026-06,Service local,205049,Mobile money,Non
R002201,U0180,2026-06,Commande client,315000,Virement,Non
R002202,U0181,2025-08,Service client,69000,Cash,Oui
R002203,U0181,2025-08,Maintenance,64000,Mobile money,Oui
R002204,U0181,2025-09,Maintenance,127000,Mobile money,Non
R002205,U0181,2025-09,Service client,95736,Mobile money,Non
R002206,U0181,2025-10,Service client,204653,Mobile money,Non
R002207,U0181,2025-11,Prestation,138654,Cash,Non
R002208,U0181,2025-12,Service client,163090,Mobile money,Oui
R002209,U0181,2026-01,Prestation,115097,Cash,Oui
R002210,U0181,2026-01,Service client,83000,Mobile money,Oui
R002211,U0181,2026-01,Service client,196000,Mobile money,Oui
R002212,U0181,2026-02,Service client,216000,Mobile money,Oui
R002213,U0181,2026-03,Maintenance,147000,Mobile money,Oui
R002214,U0181,2026-03,Prestation,201001,Mobile money,Oui
R002215,U0181,2026-05,Maintenance,197000,Mobile money,Oui
R002216,U0181,2026-06,Service client,151315,Mobile money,Non
R002217,U0181,2026-06,Prestation,218997,Mobile money,Oui
R002218,U0181,2026-06,Prestation,213283,Mobile money,Oui
R002219,U0182,2025-07,Service local,279814,Cash,Non
R002220,U0182,2025-08,Service local,192212,Mobile money,Oui
R002221,U0182,2025-09,Vente boutique,275177,Mobile money,Oui
R002222,U0182,2025-10,Service local,71298,Mobile money,Non
R002223,U0182,2025-10,Vente boutique,257952,Cash,Oui
R002224,U0182,2025-10,Service local,353323,Mobile money,Oui
R002225,U0182,2025-11,Service local,264063,Virement,Oui
R002226,U0182,2026-01,Commande client,230300,Cash,Non
R002227,U0182,2026-01,Service local,293535,Mobile money,Non
R002228,U0182,2026-02,Commande client,162418,Mobile money,Oui
R002229,U0182,2026-02,Vente boutique,164190,Mobile money,Non
R002230,U0182,2026-02,Service local,372374,Cash,Non
R002231,U0182,2026-03,Commande client,66536,Mobile money,Oui
R002232,U0182,2026-03,Commande client,292777,Mobile money,Oui
R002233,U0182,2026-04,Service local,163320,Mobile money,Oui
R002234,U0182,2026-04,Service local,247471,Mobile money,Oui
R002235,U0182,2026-05,Commande client,299492,Cash,Non
R002236,U0182,2026-06,Vente boutique,129078,Mobile money,Oui
R002237,U0182,2026-06,Service local,146737,Mobile money,Oui
R002238,U0183,2025-08,Prestation digitale,207138,Mobile money,Oui
R002239,U0183,2025-09,Prestation digitale,131000,Mobile money,Non
R002240,U0183,2025-09,Contrat ponctuel,183000,Cash,Non
R002241,U0183,2025-09,Contrat ponctuel,233000,Virement,Oui
R002242,U0183,2025-10,Prestation digitale,98070,Virement,Non
R002243,U0183,2025-10,Mission freelance,163000,Mobile money,Oui
R002244,U0183,2025-12,Mission freelance,140545,Mobile money,Non
R002245,U0183,2025-12,Mission freelance,190000,Cash,Oui
R002246,U0183,2025-12,Contrat ponctuel,264025,Mobile money,Oui
R002247,U0183,2026-01,Prestation digitale,95957,Mobile money,Non
R002248,U0183,2026-02,Mission freelance,192000,Cash,Non
R002249,U0183,2026-04,Mission freelance,125000,Mobile money,Oui
R002250,U0184,2025-07,Prestation,80000,Mobile money,Oui
R002251,U0184,2025-08,Prestation,64023,Mobile money,Oui
R002252,U0184,2025-08,Service client,107000,Mobile money,Oui
R002253,U0184,2025-09,Service client,158000,Mobile money,Non
R002254,U0184,2025-09,Service client,176000,Cash,Oui
R002255,U0184,2025-10,Service client,284398,Virement,Non
R002256,U0184,2025-12,Prestation,210000,Mobile money,Non
R002257,U0184,2026-02,Prestation,95000,Virement,Oui
R002258,U0184,2026-02,Service client,217000,Mobile money,Oui
R002259,U0184,2026-03,Maintenance,75000,Virement,Non
R002260,U0184,2026-03,Maintenance,154000,Cash,Oui
R002261,U0184,2026-03,Service client,81470,Cash,Non
R002262,U0184,2026-04,Service client,76750,Cash,Non
R002263,U0184,2026-05,Prestation,207000,Mobile money,Oui
R002264,U0184,2026-05,Service client,93631,Mobile money,Oui
R002265,U0184,2026-06,Prestation,201977,Cash,Oui
R002266,U0185,2025-07,Marketplace,38000,Mobile money,Non
R002267,U0185,2025-08,Marketplace,150171,Mobile money,Oui
R002268,U0185,2025-12,Marketplace,172493,Mobile money,Oui
R002269,U0185,2025-12,Vente en ligne,196000,Mobile money,Oui
R002270,U0185,2026-02,Marketplace,180000,Mobile money,Non
R002271,U0185,2026-06,Marketplace,142860,Cash,Non
R002272,U0186,2025-07,Vente en ligne,80668,Virement,Oui
R002273,U0186,2025-07,Marketplace,89492,Mobile money,Non
R002274,U0186,2025-09,Marketplace,150915,Mobile money,Oui
R002275,U0186,2025-09,Commande WhatsApp,99244,Mobile money,Oui
R002276,U0186,2025-11,Marketplace,130397,Cash,Oui
R002277,U0186,2025-12,Marketplace,59000,Mobile money,Non
R002278,U0186,2025-12,Vente en ligne,81000,Mobile money,Oui
R002279,U0186,2026-01,Marketplace,70092,Cash,Oui
R002280,U0186,2026-01,Vente en ligne,118246,Mobile money,Non
R002281,U0186,2026-01,Marketplace,85000,Mobile money,Oui
R002282,U0186,2026-02,Marketplace,57000,Cash,Oui
R002283,U0186,2026-03,Commande WhatsApp,206208,Mobile money,Oui
R002284,U0186,2026-04,Commande WhatsApp,97461,Cash,Non
R002285,U0186,2026-06,Marketplace,73000,Mobile money,Non
R002286,U0187,2025-07,Prestation,59535,Cash,Non
R002287,U0187,2025-08,Prestation,63240,Mobile money,Non
R002288,U0187,2025-08,Service client,153651,Mobile money,Oui
R002289,U0187,2025-09,Prestation,121646,Mobile money,Oui
R002290,U0187,2025-10,Maintenance,175000,Cash,Non
R002291,U0187,2025-11,Prestation,155238,Mobile money,Non
R002292,U0187,2025-11,Service client,121397,Virement,Non
R002293,U0187,2025-12,Maintenance,148575,Mobile money,Non
R002294,U0187,2026-01,Service client,193230,Virement,Oui
R002295,U0187,2026-02,Maintenance,138743,Virement,Oui
R002296,U0187,2026-02,Prestation,206807,Mobile money,Oui
R002297,U0187,2026-03,Maintenance,78536,Mobile money,Oui
R002298,U0187,2026-04,Maintenance,178132,Cash,Non
R002299,U0187,2026-04,Maintenance,182455,Mobile money,Oui
R002300,U0187,2026-05,Maintenance,110815,Cash,Non
R002301,U0188,2025-07,Commande WhatsApp,168791,Cash,Oui
R002302,U0188,2025-07,Vente en ligne,150118,Mobile money,Non
R002303,U0188,2025-08,Vente en ligne,207814,Virement,Oui
R002304,U0188,2025-09,Vente en ligne,51857,Cash,Oui
R002305,U0188,2025-09,Marketplace,150917,Mobile money,Non
R002306,U0188,2025-10,Vente en ligne,169563,Mobile money,Oui
R002307,U0188,2025-12,Commande WhatsApp,183014,Cash,Oui
R002308,U0188,2026-01,Marketplace,140512,Cash,Non
R002309,U0188,2026-01,Commande WhatsApp,153419,Cash,Oui
